0	25385457
1	27151612
2	37499199
3	37336954
4	38696624
5	42276219
6	42590932
7	43435498
8	43651463
9	40977061
10	38098533
11	35174704
12	33348044
13	32548976
14	34816558
15	34090831
16	31816755
17	31747182
18	32608892
19	32216128
20	34269874
21	35493037
22	36130740
23	36962749
24	35479470
25	34317873
26	32820223
27	31852401
28	31073938
29	32060201
30	31908118
31	32539444
32	33123028
33	33747731
34	34281868
35	34804654
36	35333495
37	36021454
38	36101726
39	36314299
40	36630970
41	35836636
42	34931788
43	33993365
44	33096463
45	32398822
46	31840192
47	31641768
48	31027833
49	31890221
50	32378054
51	31631561
52	31408577
53	31327144
54	31637148
55	32033076
56	32213844
57	32596719
58	32828781
59	33343069
60	33840507
61	34193824
62	34442455
63	34922471
64	34444525
65	33786809
66	33283563
67	33004560
68	32752807
69	33242984
70	32981791
71	33078417
72	33269338
73	33551769
74	33766480
75	33952132
76	34299123
77	34502773
78	34706409
79	34521253
80	34736954
81	34236478
82	33782627
83	33495656
84	33092371
85	32872194
86	32591050
87	32861611
88	32888084
89	32534286
90	32682135
91	32835752
92	32940164
93	32933653
94	33066317
95	33150769
96	33441104
97	33615478
98	33753268
99	33843194
100	33368851
101	32960840
102	32590554
103	32072898
104	31734765
105	32031638
106	31732563
107	31504825
108	31674313
109	31825645
110	32025873
111	32180557
112	32387771
113	32425984
114	32721421
115	33039385
116	33143961
117	33297033
118	33380385
119	32964894
120	32771277
121	32500327
122	32230264
123	32240836
124	32476315
125	32364433
126	32162625
127	32213630
128	32359570
129	32495451
130	32658844
131	32802225
132	32855952
133	33077008
134	33252357
135	33225792
136	33319862
137	33412008
138	33080329
139	32823543
140	32495225
141	32265692
142	32011219
143	31966718
144	31988667
145	32146417
146	32055163
147	32068838
148	32123251
149	32259091
150	32340834
151	32483562
152	32632604
153	32837687
154	32951430
155	33046783
156	33246796
157	33318487
158	32988129
159	32741920
160	32483661
161	32383963
162	32155798
163	32073682
164	32191487
165	32222546
166	32048137
167	32215163
168	32229463
169	32248982
170	32349832
171	32433338
172	32576406
173	32726032
174	32831654
175	32897437
176	32699725
177	32438233
178	32240819
179	31955515
180	32041539
181	31850961
182	31732189
183	31776990
184	31840910
185	31936226
186	32032751
187	32151896
188	32215269
189	32402260
190	32564193
191	32626107
192	32742083
193	32890252
194	32649139
195	32421551
196	32372470
197	32286776
198	32099560
199	32209879
200	32355039
201	32274789
202	32090007
203	31947143
204	32024187
205	32104367
206	32188121
207	32191442
208	32334390
209	32469814
210	32549466
211	32572955
212	32324453
213	32149715
214	32039987
215	31872882
216	31969739
217	32093560
218	31925691
219	31768782
220	31693094
221	31592406
222	31522023
223	31603445
224	31691935
225	31695110
226	31740255
227	31881705
228	31999826
229	32082024
230	32202722
231	32285292
232	32074675
233	31903992
234	31735161
235	31623136
236	31586575
237	31662839
238	31669267
239	31718408
240	31810774
241	31856949
242	31946307
243	32069046
244	32115856
245	32216793
246	32032668
247	31903073
248	31770788
249	31674937
250	31749935
251	31863941
252	31889723
253	31725129
254	31786326
255	31845628
256	31903121
257	31949204
258	32062352
259	32108168
260	32223684
261	32043908
262	31883752
263	31727081
264	31822048
265	31875010
266	31780107
267	31635134
268	31616172
269	31671491
270	31722098
271	31811587
272	31882546
273	31956226
274	32045838
275	32159676
276	32262361
277	32296279
278	32358318
279	32223697
280	32084348
281	32004786
282	31907155
283	31817944
284	31890600
285	31824972
286	31780386
287	31753712
288	31785668
289	31809520
290	31856852
291	31930250
292	31948928
