0	25515872
1	13664103
2	10570301
3	10134857
4	8567491
5	8567491
6	8567491
7	8567491
8	8567491
9	8567491
10	8567491
11	8567491
12	8567491
13	7842017
14	10355430
15	10355430
16	8834947
17	6313043
18	6450751
19	5333500
20	5333500
21	5333500
22	5333500
23	5333500
24	5333500
25	5333500
26	5333500
27	5333500
28	5175555
29	5179539
30	5179539
31	5662945
32	6660222
33	5920904
34	5289899
35	5484213
36	5484213
37	5484213
38	5484213
39	5484213
40	5484213
41	5484213
42	5484213
43	5484213
44	5484213
45	5484213
46	5177970
47	5040556
48	4876862
49	5657958
50	6490131
51	6490131
52	6490131
53	6888039
54	6817007
55	7349439
56	6769471
57	6635631
58	6362041
59	6362041
60	6362041
61	6362041
62	6362041
63	6362041
64	6362041
65	6362041
66	6362041
67	6362041
68	6295304
69	7061973
70	7061973
71	7159250
72	6877347
73	7043025
74	6933192
75	6386741
76	6386741
77	6386741
78	6386741
79	6386741
80	6386741
81	6386741
82	6386741
83	6386741
84	6386741
85	6386741
86	6259268
87	6701225
88	7189606
89	7189606
90	6752165
91	6915969
92	6702098
93	6529029
94	6356660
95	6356660
96	6356660
97	6356660
98	6356660
99	6356660
100	6356660
101	6356660
102	6356660
103	6356660
104	6356660
105	6792032
106	6661431
107	6661431
108	6781663
109	6675478
110	6843073
111	6633367
112	6663029
113	6551798
114	6551798
115	6551798
116	6551798
117	6551798
118	6551798
119	6551798
120	6551798
121	6551798
122	6551798
123	6551798
124	6933293
125	6802543
126	6802543
127	7204572
128	7092785
129	7229902
130	7057599
131	6978296
132	6805991
133	6805991
134	6805991
135	6805991
136	6805991
137	6805991
138	6805991
139	6805991
140	6805991
141	6805991
142	6805991
143	6867633
144	6867633
145	7183827
146	7251036
147	7294680
148	7234192
149	7073065
150	7057268
151	7047200
152	6834336
153	6834336
154	6834336
155	6834336
156	6834336
157	6834336
158	6834336
159	6834336
160	6834336
161	6834336
162	6834336
163	6834336
164	7050382
165	7050382
166	7040154
167	7302621
168	7259750
169	7171856
170	6929539
171	6808492
172	6808492
173	6808492
174	6808492
175	6808492
176	6808492
177	6808492
178	6808492
179	6808492
180	6936484
181	6866447
182	6866447
183	7024989
184	6801270
185	6898103
186	6792766
187	6783339
188	6729416
189	6729416
190	6729416
191	6729416
192	6729416
193	6729416
194	6729416
195	6729416
196	6729416
197	6729416
198	6729416
199	6982798
200	7102141
201	7102141
202	6991878
203	6950314
204	6948168
205	6826247
206	6721857
207	6671415
208	6671415
209	6671415
210	6671415
211	6671415
212	6671415
213	6671415
