0	24415127
1	24415127
2	24415127
3	24415127
4	24415127
5	3915951
6	1625288
7	1225833
8	1260982
9	1260982
10	1260982
11	1260982
12	1260982
13	1260982
14	1441090
15	1707452
16	1707452
17	1707452
18	1707452
19	1707452
20	1699695
21	1642084
22	1714458
23	1876679
24	1876679
25	1876679
26	1876679
27	1876679
28	1876679
29	1683085
30	1509114
31	1509114
32	1509114
33	1509114
34	1509114
35	1509114
36	1599220
37	1684803
38	1506677
39	1561523
40	1520724
41	1520724
42	1520724
43	1520724
44	1520724
45	1520724
46	1520724
47	1520724
48	1520724
49	1581573
50	1537174
51	1294099
52	1281343
53	1340867
54	1340867
55	1340867
56	1340867
57	1340867
58	1340867
59	1335603
60	1354343
61	1380730
62	1405617
63	1422369
64	1422369
65	1422369
66	1422369
67	1422369
68	1422369
69	1425626
70	1283600
71	1283600
72	1283600
73	1283600
74	1283600
75	1283600
76	1356008
77	1295946
78	1247478
79	1161702
80	1182599
81	1182599
82	1182599
83	1182599
84	1182599
85	1182599
86	1182599
87	1239209
88	1276823
89	1309940
90	1309940
91	1309940
92	1309940
93	1309940
94	1309940
95	1268822
96	1301744
97	1340159
98	1328906
99	1309274
100	1309274
101	1309274
102	1309274
103	1309274
104	1309274
105	1339488
106	1339488
107	1334473
108	1328798
109	1328798
110	1328798
111	1328798
112	1328798
113	1328798
114	1313058
115	1307944
116	1300745
117	1312238
118	1307523
119	1307523
120	1307523
121	1307523
122	1307523
123	1307523
124	1318994
125	1318994
126	1325063
127	1345182
128	1345182
129	1345182
130	1345182
131	1345182
132	1345182
133	1347883
134	1368983
135	1310040
136	1286821
137	1260530
138	1260530
139	1260530
140	1260530
141	1260530
142	1260530
143	1277843
144	1315344
145	1329856
146	1343528
147	1363358
148	1363358
149	1363358
150	1363358
151	1363358
152	1363358
153	1370906
154	1403181
155	1385686
156	1399898
157	1404051
158	1404051
159	1404051
160	1404051
161	1404051
162	1404051
163	1433707
164	1420477
165	1427116
166	1427116
167	1458045
168	1458045
169	1458045
170	1458045
171	1458045
172	1500817
173	1480797
174	1462574
175	1479020
176	1479020
177	1479020
178	1479020
179	1479020
180	1486061
181	1486061
182	1453249
183	1514799
184	1514799
185	1514799
186	1514799
187	1514799
188	1514799
189	1513570
190	1490126
191	1465208
192	1454278
193	1443502
194	1443502
195	1443502
196	1443502
197	1443502
198	1443502
199	1454920
200	1473388
201	1489113
202	1489113
203	1488427
204	1488427
205	1488427
206	1488427
207	1488427
208	1494719
209	1483595
210	1483203
211	1459978
212	1459978
213	1459978
214	1459978
215	1459978
216	1473664
217	1503778
218	1503778
219	1503778
220	1471288
221	1454336
222	1493448
223	1493448
224	1493448
225	1493448
226	1493448
227	1493448
228	1509614
229	1497245
230	1499842
231	1492217
232	1492217
233	1492217
234	1492217
235	1492217
236	1463471
237	1481427
238	1481427
239	1481427
240	1481427
241	1481427
242	1500475
243	1490686
244	1478587
245	1471942
246	1471942
247	1471942
248	1471942
249	1471942
250	1487435
251	1475154
252	1477098
